country,sex,age_min,age_max,deaths,asof,nat-reg,continent
Geneva,F,40,49,0,22/06/2020,reg,Europe
Geneva,F,50,59,2,22/06/2020,reg,Europe
Geneva,F,60,69,6,22/06/2020,reg,Europe
Geneva,F,70,79,23,22/06/2020,reg,Europe
Geneva,F,80,110,100,22/06/2020,reg,Europe
Belgium,M,0,24,0,22/06/2020,nat,Europe
Belgium,M,25,44,28,22/06/2020,nat,Europe
Belgium,M,45,64,445,22/06/2020,nat,Europe
Belgium,M,65,74,863,22/06/2020,nat,Europe
Belgium,M,75,84,1663,22/06/2020,nat,Europe
Belgium,M,85,110,1919,22/06/2020,nat,Europe
Belgium,F,0,24,0,22/06/2020,nat,Europe
Belgium,F,25,44,24,22/06/2020,nat,Europe
Belgium,F,45,64,213,22/06/2020,nat,Europe
Belgium,F,65,74,467,22/06/2020,nat,Europe
Belgium,F,75,84,1321,22/06/2020,nat,Europe
Belgium,F,85,110,2780,22/06/2020,nat,Europe
Spain,M,0,9,1,21/05/2020,nat,Europe
Spain,M,10,19,4,21/05/2020,nat,Europe
Spain,M,20,29,21,21/05/2020,nat,Europe
Spain,M,30,39,59,21/05/2020,nat,Europe
Spain,M,40,49,195,21/05/2020,nat,Europe
Spain,M,50,59,648,21/05/2020,nat,Europe
Spain,M,60,69,1787,21/05/2020,nat,Europe
Spain,M,70,79,4630,21/05/2020,nat,Europe
Spain,M,80,89,6491,21/05/2020,nat,Europe
Spain,M,90,110,2346,21/05/2020,nat,Europe
Spain,F,0,9,1,21/05/2020,nat,Europe
Spain,F,10,19,3,21/05/2020,nat,Europe
Spain,F,20,29,13,21/05/2020,nat,Europe
Spain,F,30,39,29,21/05/2020,nat,Europe
Spain,F,40,49,107,21/05/2020,nat,Europe
Spain,F,50,59,266,21/05/2020,nat,Europe
Spain,F,60,69,753,21/05/2020,nat,Europe
Spain,F,70,79,2182,21/05/2020,nat,Europe
Spain,F,80,89,5290,21/05/2020,nat,Europe
Spain,F,90,110,3802,21/05/2020,nat,Europe
Luxembourg,B,0,29,0,29/05/2020,nat,Europe
Luxembourg,B,30,39,0,29/05/2020,nat,Europe
Luxembourg,B,40,49,0,29/05/2020,nat,Europe
Luxembourg,B,50,59,3,29/05/2020,nat,Europe
Luxembourg,B,60,69,7,29/05/2020,nat,Europe
Luxembourg,B,70,79,26,29/05/2020,nat,Europe
Luxembourg,B,80,110,74,29/05/2020,nat,Europe
Japan,B,0,9,0,29/05/2020,nat,Asia
Japan,B,10,19,0,29/05/2020,nat,Asia
Japan,B,20,29,0,29/05/2020,nat,Asia
Japan,B,30,39,4,29/05/2020,nat,Asia
Japan,B,40,49,9,29/05/2020,nat,Asia
Japan,B,50,59,20,29/05/2020,nat,Asia
Japan,B,60,69,66,29/05/2020,nat,Asia
Japan,B,70,79,160,29/05/2020,nat,Asia
Japan,B,80,110,327,29/05/2020,nat,Asia
Pakistan,M,0,9,0,29/05/2020,nat,Asia
Pakistan,M,10,19,6,29/05/2020,nat,Asia
Pakistan,M,20,29,28,29/05/2020,nat,Asia
Pakistan,M,30,39,53,29/05/2020,nat,Asia
Pakistan,M,40,49,111,29/05/2020,nat,Asia
Pakistan,M,50,59,257,29/05/2020,nat,Asia
Pakistan,M,60,69,319,29/05/2020,nat,Asia
Pakistan,M,70,79,186,29/05/2020,nat,Asia
Pakistan,M,80,110,68,29/05/2020,nat,Asia
Pakistan,F,0,9,0,29/05/2020,nat,Asia
Pakistan,F,10,19,4,29/05/2020,nat,Asia
Pakistan,F,20,29,12,29/05/2020,nat,Asia
Pakistan,F,30,39,18,29/05/2020,nat,Asia
Pakistan,F,40,49,52,29/05/2020,nat,Asia
Pakistan,F,50,59,93,29/05/2020,nat,Asia
Pakistan,F,60,69,98,29/05/2020,nat,Asia
Pakistan,F,70,79,60,29/05/2020,nat,Asia
Pakistan,F,80,110,20,29/05/2020,nat,Asia
Chile,B,0,39,19,29/05/2020,nat,South America
Chile,B,40,49,46,29/05/2020,nat,South America
Chile,B,50,59,94,29/05/2020,nat,South America
Chile,B,60,69,173,29/05/2020,nat,South America
Chile,B,70,79,279,29/05/2020,nat,South America
Chile,B,80,89,242,29/05/2020,nat,South America
Chile,B,90,110,91,29/05/2020,nat,South America
Dominican Republic,M,0,4,1,29/05/2020,nat,South America
Dominican Republic,M,5,9,0,29/05/2020,nat,South America
Dominican Republic,M,10,19,2,29/05/2020,nat,South America
Dominican Republic,M,20,29,8,29/05/2020,nat,South America
Dominican Republic,M,30,39,22,29/05/2020,nat,South America
Dominican Republic,M,40,49,37,29/05/2020,nat,South America
Dominican Republic,M,50,59,69,29/05/2020,nat,South America
Dominican Republic,M,60,110,209,29/05/2020,nat,South America
Dominican Republic,F,0,4,5,29/05/2020,nat,South America
Dominican Republic,F,5,9,0,29/05/2020,nat,South America
Dominican Republic,F,10,19,1,29/05/2020,nat,South America
Dominican Republic,F,20,29,7,29/05/2020,nat,South America
Dominican Republic,F,30,39,5,29/05/2020,nat,South America
Dominican Republic,F,40,49,7,29/05/2020,nat,South America
Dominican Republic,F,50,59,25,29/05/2020,nat,South America
Dominican Republic,F,60,110,100,29/05/2020,nat,South America
United States of America,M,0,4,4,23/05/2020,nat,North America
United States of America,M,5,14,9,23/05/2020,nat,North America
United States of America,M,15,24,61,23/05/2020,nat,North America
United States of America,M,25,34,372,23/05/2020,nat,North America
United States of America,M,35,44,1010,23/05/2020,nat,North America
United States of America,M,45,54,2767,23/05/2020,nat,North America
United States of America,M,55,64,6448,23/05/2020,nat,North America
United States of America,M,65,74,10632,23/05/2020,nat,North America
United States of America,M,75,84,12045,23/05/2020,nat,North America
United States of America,M,85,110,10729,23/05/2020,nat,North America
United States of America,F,0,4,4,23/05/2020,nat,North America
United States of America,F,5,14,2,23/05/2020,nat,North America
United States of America,F,15,24,32,23/05/2020,nat,North America
United States of America,F,25,34,170,23/05/2020,nat,North America
United States of America,F,35,44,393,23/05/2020,nat,North America
United States of America,F,45,54,1126,23/05/2020,nat,North America
United States of America,F,55,64,3328,23/05/2020,nat,North America
United States of America,F,65,74,6349,23/05/2020,nat,North America
United States of America,F,75,84,9777,23/05/2020,nat,North America
United States of America,F,85,110,16113,23/05/2020,nat,North America
Indonesia,B,0,4,14,30/05/2020,nat,Asia
Indonesia,B,5,17,9,30/05/2020,nat,Asia
Indonesia,B,18,29,51,30/05/2020,nat,Asia
Indonesia,B,30,44,193,30/05/2020,nat,Asia
Indonesia,B,45,59,640,30/05/2020,nat,Asia
Indonesia,B,60,110,706,30/05/2020,nat,Asia
Algeria,B,0,14,2,03/06/2020,nat,Africa
Algeria,B,15,24,1,03/06/2020,nat,Africa
Algeria,B,25,49,57,03/06/2020,nat,Africa
Algeria,B,50,59,108,03/06/2020,nat,Africa
Algeria,B,60,110,505,03/06/2020,nat,Africa
Rio de Janeiro,M,0,4,4,18/05/2020,reg,South America
Rio de Janeiro,M,5,9,1,18/05/2020,reg,South America
Rio de Janeiro,M,10,14,3,18/05/2020,reg,South America
Rio de Janeiro,M,15,19,2,18/05/2020,reg,South America
Rio de Janeiro,M,20,24,7,18/05/2020,reg,South America
Rio de Janeiro,M,25,29,25,18/05/2020,reg,South America
Rio de Janeiro,M,30,34,22,18/05/2020,reg,South America
Rio de Janeiro,M,35,39,48,18/05/2020,reg,South America
Rio de Janeiro,M,40,44,92,18/05/2020,reg,South America
Rio de Janeiro,M,45,49,110,18/05/2020,reg,South America
Rio de Janeiro,M,50,54,131,18/05/2020,reg,South America
Rio de Janeiro,M,55,59,190,18/05/2020,reg,South America
Rio de Janeiro,M,60,64,193,18/05/2020,reg,South America
Rio de Janeiro,M,65,69,211,18/05/2020,reg,South America
Rio de Janeiro,M,70,74,247,18/05/2020,reg,South America
Rio de Janeiro,M,75,79,172,18/05/2020,reg,South America
Rio de Janeiro,M,80,84,168,18/05/2020,reg,South America
Rio de Janeiro,M,85,89,124,18/05/2020,reg,South America
Rio de Janeiro,M,90,94,65,18/05/2020,reg,South America
Rio de Janeiro,M,95,110,24,18/05/2020,reg,South America
Rio de Janeiro,F,0,4,4,18/05/2020,reg,South America
Rio de Janeiro,F,5,9,3,18/05/2020,reg,South America
Rio de Janeiro,F,10,14,2,18/05/2020,reg,South America
Rio de Janeiro,F,15,19,2,18/05/2020,reg,South America
Rio de Janeiro,F,20,24,11,18/05/2020,reg,South America
Rio de Janeiro,F,25,29,11,18/05/2020,reg,South America
Rio de Janeiro,F,30,34,23,18/05/2020,reg,South America
Rio de Janeiro,F,35,39,30,18/05/2020,reg,South America
Rio de Janeiro,F,40,44,43,18/05/2020,reg,South America
Rio de Janeiro,F,45,49,68,18/05/2020,reg,South America
Rio de Janeiro,F,50,54,66,18/05/2020,reg,South America
Rio de Janeiro,F,55,59,118,18/05/2020,reg,South America
Rio de Janeiro,F,60,64,145,18/05/2020,reg,South America
Rio de Janeiro,F,65,69,162,18/05/2020,reg,South America
Rio de Janeiro,F,70,74,134,18/05/2020,reg,South America
Rio de Janeiro,F,75,79,138,18/05/2020,reg,South America
Rio de Janeiro,F,80,84,154,18/05/2020,reg,South America
Rio de Janeiro,F,85,89,122,18/05/2020,reg,South America
Rio de Janeiro,F,90,94,85,18/05/2020,reg,South America
Rio de Janeiro,F,95,110,25,18/05/2020,reg,South America
New York State,B,0,9,4,06/05/2020,reg,North America
New York State,B,10,19,10,06/05/2020,reg,North America
New York State,B,20,29,89,06/05/2020,reg,North America
New York State,B,30,39,323,06/05/2020,reg,North America
New York State,B,40,49,841,06/05/2020,reg,North America
New York State,B,50,59,2324,06/05/2020,reg,North America
New York State,B,60,69,4270,06/05/2020,reg,North America
New York State,B,70,79,6300,06/05/2020,reg,North America
New York State,B,80,89,6227,06/05/2020,reg,North America
New York State,B,90,110,3365,06/05/2020,reg,North America
Kenya,M,0,9,1,25/06/2020,nat,Africa
Kenya,M,10,19,1,25/06/2020,nat,Africa
Kenya,M,20,29,1,25/06/2020,nat,Africa
Kenya,M,30,39,7,25/06/2020,nat,Africa
Kenya,M,40,49,18,25/06/2020,nat,Africa
Kenya,M,50,59,16,25/06/2020,nat,Africa
Kenya,M,60,110,52,25/06/2020,nat,Africa
Kenya,F,0,9,0,25/06/2020,nat,Africa
Kenya,F,10,19,0,25/06/2020,nat,Africa
Kenya,F,20,29,0,25/06/2020,nat,Africa
Kenya,F,30,39,3,25/06/2020,nat,Africa
Kenya,F,40,49,5,25/06/2020,nat,Africa
Kenya,F,50,59,7,25/06/2020,nat,Africa
Kenya,F,60,110,16,25/06/2020,nat,Africa
Wales,M,0,1,0,31/05/2020,nat,Europe
Wales,M,1,4,0,31/05/2020,nat,Europe
Wales,M,5,9,0,31/05/2020,nat,Europe
Wales,M,10,14,0,31/05/2020,nat,Europe
Wales,M,15,19,0,31/05/2020,nat,Europe
Wales,M,20,24,1,31/05/2020,nat,Europe
Wales,M,25,29,2,31/05/2020,nat,Europe
Wales,M,30,34,1,31/05/2020,nat,Europe
Wales,M,35,39,2,31/05/2020,nat,Europe
Wales,M,40,44,5,31/05/2020,nat,Europe
Wales,M,45,49,9,31/05/2020,nat,Europe
Wales,M,50,54,21,31/05/2020,nat,Europe
Wales,M,55,59,37,31/05/2020,nat,Europe
Wales,M,60,64,50,31/05/2020,nat,Europe
Wales,M,65,69,78,31/05/2020,nat,Europe
Wales,M,70,74,129,31/05/2020,nat,Europe
Wales,M,75,79,174,31/05/2020,nat,Europe
Wales,M,80,84,223,31/05/2020,nat,Europe
Wales,M,85,89,213,31/05/2020,nat,Europe
Wales,M,90,110,181,31/05/2020,nat,Europe
Wales,F,0,1,0,31/05/2020,nat,Europe
Wales,F,1,4,0,31/05/2020,nat,Europe
Wales,F,5,9,0,31/05/2020,nat,Europe
Wales,F,10,14,0,31/05/2020,nat,Europe
Wales,F,15,19,0,31/05/2020,nat,Europe
Wales,F,20,24,0,31/05/2020,nat,Europe
Wales,F,25,29,1,31/05/2020,nat,Europe
Wales,F,30,34,2,31/05/2020,nat,Europe
Wales,F,35,39,1,31/05/2020,nat,Europe
Wales,F,40,44,5,31/05/2020,nat,Europe
Wales,F,45,49,4,31/05/2020,nat,Europe
Wales,F,50,54,12,31/05/2020,nat,Europe
Wales,F,55,59,22,31/05/2020,nat,Europe
Wales,F,60,64,27,31/05/2020,nat,Europe
Wales,F,65,69,44,31/05/2020,nat,Europe
Wales,F,70,74,77,31/05/2020,nat,Europe
Wales,F,75,79,110,31/05/2020,nat,Europe
Wales,F,80,84,153,31/05/2020,nat,Europe
Wales,F,85,89,212,31/05/2020,nat,Europe
Wales,F,90,110,281,31/05/2020,nat,Europe
China,B,0,9,0,11/02/2020,nat,Asia
China,B,10,19,1,11/02/2020,nat,Asia
China,B,20,29,7,11/02/2020,nat,Asia
China,B,30,39,18,11/02/2020,nat,Asia
China,B,40,49,38,11/02/2020,nat,Asia
China,B,50,59,130,11/02/2020,nat,Asia
China,B,60,69,309,11/02/2020,nat,Asia
China,B,70,79,312,11/02/2020,nat,Asia
China,B,80,110,208,11/02/2020,nat,Asia
